Order_ID,Customer_ID,Restaurant_ID,Order_Date,City_x,Order_Value,Payment_Method,Rating,Delivery_Time(min),Restaurant_Name,Cuisine,Avg_Price,City_y,Partner_Since,Name,Age,Gender,City,Member_Since
O3578,C525,R245,2023-01-21,Mumbai,1280.26,UPI,1,42,Lagan's Café,Indian,733,Delhi,2023-02-13,Miraya Dass,51,F,Chennai,2024-05-19
O3579,C737,R210,2023-03-26,Chennai,1095.23,Debit Card,4,18,Kimaya's Diner,Mexican,359,Bangalore,2023-06-23,Samar Bawa,19,M,Bangalore,2024-01-06
O3580,C533,R230,2024-02-14,Bangalore,810.89,UPI,3,46,Hunar's Grill,American,238,Pune,2020-05-19,Eva Krishna,53,F,Hyderabad,2023-09-21
O3581,C629,R338,2023-01-27,Chennai,976.21,Net Banking,5,52,Badal's Café,Thai,259,Mumbai,2023-04-01,Shlok Brar,33,F,Pune,2023-07-03
O3582,C741,R319,2024-06-27,Mumbai,1080.71,Net Banking,2,23,Ahana 's Grill,American,237,Chennai,2023-05-06,Tara Sastry,35,M,Hyderabad,2021-06-27
O3583,C438,R255,2024-02-08,Pune,454.32,Credit Card,2,50,Hiran's Bistro,American,287,Mumbai,2021-12-15,Lavanya Dass,47,F,Pune,2022-12-02
O3584,C102,R237,2023-01-03,Chennai,1233.41,Debit Card,4,40,Kanav's Diner,Chinese,559,Chennai,2023-07-04,Sara Behl,25,F,Delhi,2024-09-03
O3585,C795,R220,2024-01-14,Hyderabad,1430.45,Debit Card,4,25,Baiju's Diner,Italian,687,Chennai,2020-02-17,Dhanuk Sampath,43,F,Pune,2022-07-26
O3586,C415,R309,2024-09-15,Hyderabad,751.34,UPI,4,34,Shray's Eatery,Indian,331,Mumbai,2020-01-01,Jiya Rao,32,M,Chennai,2022-03-21
O3587,C511,R293,2024-04-23,Delhi,1081.49,COD,2,52,Renee's Bistro,Italian,699,Mumbai,2023-05-02,Parinaaz Mahajan,46,M,Pune,2023-03-15
O3588,C106,R337,2023-10-02,Chennai,1131.84,COD,1,29,Nirvaan's Grill,Italian,387,Mumbai,2021-12-22,Jhanvi Chaudhary,28,M,Hyderabad,2023-08-03
O3589,C511,R335,2023-09-22,Pune,1027.15,COD,2,49,Khushi's Café,Thai,793,Mumbai,2023-01-30,Parinaaz Mahajan,46,M,Pune,2023-03-15
O3590,C890,R207,2023-04-20,Bangalore,865.96,Credit Card,1,23,Prisha's Kitchen,Mexican,348,Delhi,2021-06-03,Damini Bahri,37,F,Chennai,2024-06-18
O3591,C332,R271,2024-01-29,Delhi,1334.31,Debit Card,4,47,Parinaaz's Café,Italian,310,Chennai,2022-12-04,Gokul Rastogi,42,M,Mumbai,2024-10-28
O3592,C428,R318,2024-02-22,Pune,728.5,UPI,3,25,Shray's Diner,Indian,401,Bangalore,2023-04-21,Aarna Bhandari,50,F,Chennai,2022-09-17
O3593,C670,R233,2023-06-03,Delhi,185.54,Credit Card,2,36,Arhaan's Diner,American,729,Delhi,2020-12-27,Onkar Chaudhary,46,M,Chennai,2021-05-15
O3594,C769,R343,2023-04-07,Chennai,1282.38,Net Banking,4,20,Mehul's Eatery,Italian,275,Mumbai,2020-09-24,Zoya Bir,28,M,Pune,2024-08-03
O3595,C451,R304,2024-03-09,Mumbai,1043.57,Net Banking,2,51,Kaira's Grill,Mexican,219,Delhi,2022-03-24,Amani Basu,51,M,Chennai,2023-04-29
O3596,C361,R340,2023-02-22,Chennai,1288.96,Net Banking,4,35,Eva's Bistro,Indian,410,Hyderabad,2023-11-17,Nitara Goyal,50,M,Mumbai,2021-03-24
O3597,C856,R286,2023-04-12,Pune,293.97,Debit Card,2,26,Mamooty's Café,Indian,604,Bangalore,2023-06-15,Anahi Chaudry,21,F,Chennai,2023-09-25
O3598,C663,R349,2024-01-22,Bangalore,143.05,Net Banking,5,21,Anaya's Kitchen,Mexican,549,Pune,2021-01-05,Sahil Sharma,44,M,Delhi,2021-05-16
O3599,C199,R263,2023-12-19,Bangalore,1408.12,COD,2,16,Uthkarsh's Diner,Mexican,222,Chennai,2022-01-03,Ivan Jani,18,F,Pune,2021-05-13
O3600,C169,R201,2023-01-15,Pune,306.82,Net Banking,5,53,Faiyaz's Grill,American,368,Mumbai,2023-03-04,Eva Viswanathan,32,F,Chennai,2022-09-03
O3601,C505,R308,2023-09-28,Delhi,1233.51,Credit Card,1,55,Vivaan's Kitchen,Mexican,300,Pune,2022-11-12,Manjari Virk,54,M,Bangalore,2024-02-24
O3602,C284,R225,2023-07-06,Hyderabad,1252.49,Net Banking,2,38,Mohanlal's Diner,Chinese,634,Hyderabad,2020-08-23,Yuvaan Mahal,23,M,Bangalore,2024-09-16
O3603,C310,R282,2024-06-23,Pune,1092.19,COD,1,40,Nishith's Café,Indian,423,Bangalore,2022-06-08,Shanaya Venkataraman,19,F,Bangalore,2024-10-25
O3604,C811,R306,2024-07-04,Chennai,283.77,Net Banking,3,39,Inaaya 's Café,Chinese,269,Hyderabad,2021-03-16,Manjari Dhar,45,M,Delhi,2021-11-22
O3605,C181,R268,2024-01-09,Bangalore,1034.36,UPI,5,34,Shlok's Eatery,Italian,480,Bangalore,2022-03-25,Ranbir Sami,52,M,Pune,2022-03-30
O3606,C687,R296,2024-09-11,Mumbai,1344.72,COD,2,54,Anvi's Eatery,American,513,Bangalore,2022-07-02,Damini Borra,43,M,Pune,2021-09-08
O3607,C327,R229,2023-08-02,Bangalore,695.74,Debit Card,1,55,Vaibhav's Kitchen,Thai,421,Pune,2022-04-21,Aaina Luthra,53,F,Bangalore,2024-06-10
O3608,C722,R207,2023-09-03,Hyderabad,678.92,Net Banking,4,56,Prisha's Kitchen,Mexican,348,Delhi,2021-06-03,Anahi Sodhi,25,M,Bangalore,2022-12-06
O3609,C695,R237,2023-04-12,Bangalore,720.0,Credit Card,1,58,Kanav's Diner,Chinese,559,Chennai,2023-07-04,Vritika Raval,18,M,Mumbai,2024-04-05
O3610,C106,R280,2023-08-29,Hyderabad,215.18,Net Banking,2,16,Anya's Kitchen,Italian,303,Hyderabad,2022-01-07,Jhanvi Chaudhary,28,M,Hyderabad,2023-08-03
O3611,C521,R307,2023-08-21,Pune,1348.84,Credit Card,3,56,Vaibhav's Café,American,410,Bangalore,2022-04-30,Mahika Sharma,46,F,Chennai,2024-06-11
O3612,C212,R264,2023-04-29,Bangalore,1316.86,UPI,5,49,Saksham's Bistro,American,612,Pune,2021-12-09,Pari Venkataraman,43,F,Bangalore,2024-06-09
O3613,C805,R266,2024-04-26,Delhi,1497.07,Debit Card,4,47,Amira's Kitchen,Thai,307,Mumbai,2020-06-19,Saksham Sachar,25,M,Delhi,2023-05-26
O3614,C808,R289,2023-09-26,Chennai,919.26,COD,1,31,Reyansh's Diner,Mexican,265,Chennai,2023-11-23,Ela Hari,39,F,Pune,2024-08-15
O3615,C451,R294,2023-12-28,Delhi,1151.67,COD,2,36,Ayesha's Kitchen,Italian,797,Hyderabad,2021-05-09,Amani Basu,51,M,Chennai,2023-04-29
O3616,C474,R271,2024-02-29,Chennai,383.74,Debit Card,2,15,Parinaaz's Café,Italian,310,Chennai,2022-12-04,Khushi Mann,43,F,Bangalore,2022-02-02
O3617,C352,R242,2023-09-14,Bangalore,1034.54,UPI,5,51,Indrajit's Kitchen,Italian,797,Hyderabad,2020-06-09,Vanya Tank,39,F,Pune,2023-05-02
O3618,C690,R245,2023-11-02,Bangalore,1009.63,UPI,4,44,Lagan's Café,Indian,733,Delhi,2023-02-13,Arnav Dasgupta,44,M,Bangalore,2022-12-01
O3619,C399,R324,2024-06-28,Chennai,1361.69,Net Banking,1,20,Lakshit's Eatery,Mexican,318,Pune,2021-04-16,Ishita Dhingra,26,F,Mumbai,2024-02-09
O3620,C323,R238,2023-06-02,Mumbai,1263.11,UPI,1,55,Advik's Kitchen,American,437,Hyderabad,2021-07-26,Vidur Zachariah,50,M,Hyderabad,2021-08-07
O3621,C467,R250,2024-05-03,Bangalore,1413.85,Net Banking,1,28,Anaya's Café,American,635,Delhi,2023-04-16,Zeeshan Tiwari,45,M,Hyderabad,2021-09-29
O3622,C183,R203,2024-01-08,Mumbai,1316.37,Credit Card,5,50,Keya's Kitchen,Mexican,577,Bangalore,2023-11-10,Samaira Wadhwa,50,M,Delhi,2023-02-04
O3623,C710,R320,2024-05-23,Mumbai,1316.17,Debit Card,5,47,Neysa's Diner,Mexican,387,Mumbai,2023-04-13,Indrans Barad,34,F,Pune,2022-12-05
O3624,C112,R279,2024-06-23,Chennai,189.21,Credit Card,4,52,Manjari's Eatery,American,648,Bangalore,2020-03-02,Tarini Ganguly,39,F,Chennai,2021-09-03
O3625,C634,R276,2023-03-15,Mumbai,1284.35,Credit Card,1,53,Zaina's Eatery,American,328,Mumbai,2021-01-05,Pari Baria,52,M,Pune,2022-11-06
O3626,C251,R332,2024-07-28,Mumbai,950.47,Credit Card,1,20,Emir's Eatery,Italian,699,Mumbai,2020-03-11,Miraan Venkatesh,49,F,Bangalore,2022-02-14
O3627,C292,R254,2023-05-05,Pune,632.62,Credit Card,4,40,Renee's Diner,American,606,Bangalore,2023-05-25,Divij Tank,20,F,Delhi,2024-04-05
O3628,C622,R219,2023-09-19,Delhi,179.12,COD,4,38,Saira's Diner,Thai,382,Chennai,2021-04-27,Rati Singh,30,F,Chennai,2024-09-06
O3629,C891,R233,2024-05-09,Mumbai,1048.74,UPI,4,47,Arhaan's Diner,American,729,Delhi,2020-12-27,Armaan Biswas,29,M,Mumbai,2023-08-30
O3630,C734,R321,2024-05-01,Delhi,559.48,Debit Card,2,22,Onkar's Diner,American,256,Hyderabad,2021-08-29,Vivaan Krishnamurthy,54,F,Hyderabad,2022-12-28
O3631,C289,R308,2024-03-16,Mumbai,754.89,Debit Card,4,58,Vivaan's Kitchen,Mexican,300,Pune,2022-11-12,Yashvi Yohannan,53,M,Delhi,2021-10-05
O3632,C245,R325,2023-03-09,Delhi,1054.42,Credit Card,3,57,Krish's Diner,Chinese,782,Hyderabad,2021-12-30,Adah Bhatt,26,M,Chennai,2024-04-12
O3633,C805,R253,2023-04-25,Bangalore,1376.48,Debit Card,5,48,Biju's Bistro,Italian,662,Hyderabad,2021-08-17,Saksham Sachar,25,M,Delhi,2023-05-26
O3634,C474,R344,2024-04-02,Bangalore,1255.61,Net Banking,4,48,Baiju's Café,Italian,741,Chennai,2022-01-31,Khushi Mann,43,F,Bangalore,2022-02-02
O3635,C211,R332,2024-08-12,Delhi,730.84,Debit Card,2,38,Emir's Eatery,Italian,699,Mumbai,2020-03-11,Kabir Banerjee,32,M,Pune,2024-07-15
O3636,C803,R288,2023-07-26,Mumbai,642.9,Credit Card,3,16,Trisha's Eatery,Italian,430,Bangalore,2020-05-12,Tarini Barad,53,F,Bangalore,2022-03-09
O3637,C770,R345,2024-01-26,Pune,435.69,Debit Card,2,22,Divyansh's Bistro,Chinese,513,Mumbai,2020-10-24,Saanvi Soni,33,F,Hyderabad,2021-07-30
O3638,C888,R252,2023-04-16,Delhi,621.4,UPI,2,39,Samiha's Eatery,American,761,Hyderabad,2023-02-21,Ivana Goswami,37,F,Bangalore,2021-03-07
O3639,C835,R249,2023-05-08,Hyderabad,255.46,Credit Card,2,44,Manjari's Café,Italian,662,Pune,2023-12-06,Gatik Lad,42,F,Chennai,2022-01-23
O3640,C796,R271,2023-06-24,Pune,1459.55,COD,2,46,Parinaaz's Café,Italian,310,Chennai,2022-12-04,Tejas Kunda,44,F,Mumbai,2023-07-03
O3641,C152,R340,2024-02-18,Hyderabad,903.48,UPI,1,44,Eva's Bistro,Indian,410,Hyderabad,2023-11-17,Tiya Rege,43,M,Hyderabad,2024-10-17
O3642,C187,R215,2023-09-10,Delhi,278.93,Debit Card,5,21,Urvi's Diner,American,722,Chennai,2020-03-16,Sumer Kakar,26,M,Delhi,2023-04-28
O3643,C569,R212,2024-04-14,Mumbai,593.93,COD,1,38,Prerak's Café,American,487,Hyderabad,2020-05-01,Khushi Chokshi,33,M,Bangalore,2023-03-23
O3644,C539,R219,2024-01-12,Hyderabad,865.85,UPI,3,23,Saira's Diner,Thai,382,Chennai,2021-04-27,Zaina Mallick,52,F,Delhi,2022-08-03
O3645,C486,R265,2023-01-03,Delhi,846.04,Net Banking,1,30,Jayant's Diner,Italian,229,Delhi,2020-05-26,Divyansh Lall,27,M,Bangalore,2021-03-06
O3646,C429,R246,2024-08-10,Pune,149.7,UPI,3,16,Zain's Kitchen,American,665,Pune,2020-01-10,Neelofar Borde,25,M,Delhi,2021-01-11
O3647,C464,R346,2023-07-12,Mumbai,1431.18,COD,4,49,Zain's Grill,Indian,316,Mumbai,2021-11-22,Anahi Bhargava,39,F,Bangalore,2022-10-06
O3648,C569,R321,2023-02-09,Hyderabad,485.53,Net Banking,3,48,Onkar's Diner,American,256,Hyderabad,2021-08-29,Khushi Chokshi,33,M,Bangalore,2023-03-23
O3649,C102,R253,2023-05-15,Delhi,122.66,Debit Card,1,36,Biju's Bistro,Italian,662,Hyderabad,2021-08-17,Sara Behl,25,F,Delhi,2024-09-03
O3650,C318,R205,2024-07-08,Mumbai,207.02,Credit Card,1,33,Yashvi's Eatery,Thai,389,Delhi,2022-03-09,Veer Saran,36,M,Pune,2023-02-05
O3651,C528,R213,2024-03-18,Mumbai,912.27,Debit Card,3,35,Neysa's Eatery,Mexican,487,Mumbai,2023-03-21,Arhaan Mann,28,F,Mumbai,2022-03-18
O3652,C695,R331,2023-11-26,Bangalore,292.9,Credit Card,1,26,Hiran's Café,Chinese,254,Delhi,2020-10-07,Vritika Raval,18,M,Mumbai,2024-04-05
O3653,C243,R285,2024-09-22,Mumbai,158.41,Credit Card,3,25,Rohan's Bistro,Indian,209,Chennai,2020-11-24,Inaaya  Badami,25,F,Pune,2021-01-28
O3654,C553,R226,2024-04-09,Delhi,631.48,COD,2,33,Saira's Eatery,Chinese,312,Mumbai,2020-12-03,Amani Goyal,34,F,Delhi,2023-12-30
O3655,C686,R206,2023-04-26,Pune,971.87,Net Banking,5,20,Samaira's Eatery,Chinese,569,Bangalore,2023-09-21,Samarth Ramakrishnan,38,M,Bangalore,2024-02-05
O3656,C474,R330,2023-07-29,Chennai,256.58,Net Banking,3,56,Purab's Grill,Chinese,535,Delhi,2020-07-31,Khushi Mann,43,F,Bangalore,2022-02-02
O3657,C123,R201,2024-09-24,Bangalore,538.66,UPI,2,28,Faiyaz's Grill,American,368,Mumbai,2023-03-04,Vaibhav Dewan,45,F,Hyderabad,2023-09-01
O3658,C481,R279,2023-08-31,Delhi,684.86,Debit Card,2,47,Manjari's Eatery,American,648,Bangalore,2020-03-02,Renee Tak,27,F,Mumbai,2021-10-02
O3659,C347,R259,2024-10-11,Delhi,323.24,COD,2,52,Shaan's Café,Indian,620,Bangalore,2020-08-09,Misha Bose,24,F,Hyderabad,2022-06-01
O3660,C847,R223,2023-08-03,Delhi,808.5,Debit Card,2,27,Jayan's Eatery,Thai,371,Mumbai,2023-10-14,Dhanush Bajaj,43,M,Delhi,2022-07-07
O3661,C200,R214,2023-08-25,Hyderabad,219.3,UPI,3,40,Vardaniya's Grill,Mexican,425,Mumbai,2021-10-17,Anya Chhabra,52,F,Chennai,2022-04-01
O3662,C640,R294,2023-04-14,Hyderabad,165.13,UPI,1,28,Ayesha's Kitchen,Italian,797,Hyderabad,2021-05-09,Raunak Sane,48,F,Bangalore,2023-08-03
O3663,C152,R341,2023-12-23,Pune,827.77,COD,2,59,Mamooty's Kitchen,Indian,605,Bangalore,2023-10-24,Tiya Rege,43,M,Hyderabad,2024-10-17
O3664,C475,R333,2023-11-16,Delhi,447.06,UPI,4,38,Mannat's Bistro,American,735,Hyderabad,2021-12-30,Indrajit Kapoor,38,M,Chennai,2021-05-19
O3665,C558,R280,2023-10-05,Hyderabad,233.52,COD,2,15,Anya's Kitchen,Italian,303,Hyderabad,2022-01-07,Madhav Kapadia,36,F,Bangalore,2021-03-07
O3666,C349,R217,2023-01-22,Hyderabad,693.48,UPI,1,59,Kashvi's Eatery,Mexican,472,Bangalore,2022-10-13,Jivika Chopra,34,F,Hyderabad,2022-07-21
O3667,C486,R219,2023-09-18,Hyderabad,1381.2,Net Banking,1,44,Saira's Diner,Thai,382,Chennai,2021-04-27,Divyansh Lall,27,M,Bangalore,2021-03-06
O3668,C234,R314,2024-08-08,Pune,1113.87,COD,5,24,Arnav's Grill,Indian,426,Bangalore,2020-08-13,Piya Ravel,28,M,Bangalore,2022-04-08
O3669,C353,R239,2024-07-14,Pune,1241.86,Net Banking,5,24,Advika's Bistro,Thai,435,Chennai,2024-02-07,Sahil Bhagat,39,M,Chennai,2023-02-14
O3670,C607,R238,2023-12-23,Delhi,1320.68,Net Banking,2,42,Advik's Kitchen,American,437,Hyderabad,2021-07-26,Zoya Bhattacharyya,23,M,Delhi,2021-03-20
O3671,C352,R231,2024-05-26,Bangalore,1461.68,COD,2,18,Pihu's Diner,American,696,Delhi,2022-03-07,Vanya Tank,39,F,Pune,2023-05-02
O3672,C827,R323,2023-11-18,Delhi,1168.55,Debit Card,5,28,Anvi's Grill,Thai,472,Hyderabad,2020-04-25,Saanvi Sem,27,F,Bangalore,2023-04-11
O3673,C613,R307,2023-11-12,Hyderabad,951.77,Credit Card,2,26,Vaibhav's Café,American,410,Bangalore,2022-04-30,Ehsaan Mani,36,F,Hyderabad,2024-03-08
O3674,C469,R226,2024-05-31,Chennai,611.6,UPI,4,52,Saira's Eatery,Chinese,312,Mumbai,2020-12-03,Ishita Bora,47,M,Hyderabad,2022-01-23
O3675,C132,R309,2023-05-13,Hyderabad,354.3,UPI,3,51,Shray's Eatery,Indian,331,Mumbai,2020-01-01,Piya Gaba,21,F,Delhi,2024-07-23
O3676,C513,R296,2023-02-04,Mumbai,1061.32,Debit Card,5,24,Anvi's Eatery,American,513,Bangalore,2022-07-02,Khushi Doctor,29,M,Hyderabad,2022-10-28
O3677,C724,R273,2023-08-27,Chennai,1492.93,Credit Card,5,55,Saira's Bistro,Indian,561,Bangalore,2022-01-10,Ishaan Taneja,51,M,Delhi,2023-07-14
O3678,C322,R216,2023-07-16,Chennai,754.3,Debit Card,1,41,Kavya's Café,Mexican,721,Bangalore,2021-09-21,Biju Chauhan,41,F,Bangalore,2022-04-12
O3679,C757,R248,2023-06-03,Delhi,1113.15,Credit Card,2,56,Urvi's Kitchen,Italian,412,Chennai,2021-11-11,Eshani Gole,34,M,Bangalore,2023-10-01
O3680,C310,R280,2023-02-24,Hyderabad,793.13,COD,5,26,Anya's Kitchen,Italian,303,Hyderabad,2022-01-07,Shanaya Venkataraman,19,F,Bangalore,2024-10-25
O3681,C776,R315,2024-04-12,Hyderabad,704.71,COD,5,36,Reyansh's Bistro,American,353,Hyderabad,2021-02-12,Reyansh Gokhale,49,M,Bangalore,2022-10-14
O3682,C178,R222,2023-01-07,Bangalore,674.43,Net Banking,4,18,Anvi's Kitchen,Mexican,613,Delhi,2021-07-22,Devansh Sathe,28,M,Hyderabad,2022-05-14
O3683,C804,R297,2024-03-19,Mumbai,806.47,Net Banking,2,43,Stuvan's Kitchen,Mexican,765,Mumbai,2020-10-23,Eva Goswami,18,M,Pune,2022-06-15
O3684,C513,R271,2023-05-13,Delhi,613.65,COD,3,50,Parinaaz's Café,Italian,310,Chennai,2022-12-04,Khushi Doctor,29,M,Hyderabad,2022-10-28
O3685,C347,R340,2024-02-02,Pune,1148.28,Net Banking,4,59,Eva's Bistro,Indian,410,Hyderabad,2023-11-17,Misha Bose,24,F,Hyderabad,2022-06-01
O3686,C321,R256,2023-12-05,Delhi,1323.98,COD,3,28,Ela's Eatery,Mexican,243,Hyderabad,2022-08-07,Hrishita Kaul,37,F,Hyderabad,2022-08-08
O3687,C466,R347,2024-09-02,Chennai,1336.04,Debit Card,1,26,Shalv's Kitchen,Mexican,218,Hyderabad,2023-04-02,Diya Sastry,31,M,Chennai,2022-02-07
O3688,C895,R285,2024-09-20,Delhi,418.78,UPI,5,59,Rohan's Bistro,Indian,209,Chennai,2020-11-24,Ishaan Hegde,54,F,Bangalore,2023-10-03
O3689,C285,R222,2024-01-08,Bangalore,1354.27,COD,4,34,Anvi's Kitchen,Mexican,613,Delhi,2021-07-22,Romil Dhar,33,M,Bangalore,2022-08-26
O3690,C185,R304,2023-10-23,Delhi,578.17,COD,3,59,Kaira's Grill,Mexican,219,Delhi,2022-03-24,Zara Jani,45,M,Bangalore,2022-06-05
O3691,C580,R266,2024-05-27,Bangalore,533.03,COD,2,37,Amira's Kitchen,Thai,307,Mumbai,2020-06-19,Gokul Shanker,22,M,Bangalore,2023-11-18
O3692,C510,R233,2023-02-25,Chennai,1117.46,Net Banking,1,36,Arhaan's Diner,American,729,Delhi,2020-12-27,Zaina Kaul,27,M,Chennai,2023-11-10
O3693,C535,R232,2024-01-29,Bangalore,526.57,Net Banking,1,48,Nirvaan's Eatery,Thai,432,Hyderabad,2020-04-02,Zara Divan,54,F,Mumbai,2021-05-27
O3694,C654,R245,2024-05-29,Hyderabad,174.15,Net Banking,5,35,Lagan's Café,Indian,733,Delhi,2023-02-13,Kashvi Kala,25,F,Mumbai,2024-03-19
O3695,C322,R280,2024-04-10,Pune,623.06,Net Banking,5,23,Anya's Kitchen,Italian,303,Hyderabad,2022-01-07,Biju Chauhan,41,F,Bangalore,2022-04-12
O3696,C835,R346,2023-03-25,Chennai,1110.05,Debit Card,3,24,Zain's Grill,Indian,316,Mumbai,2021-11-22,Gatik Lad,42,F,Chennai,2022-01-23
O3697,C467,R286,2024-08-04,Bangalore,557.74,COD,3,24,Mamooty's Café,Indian,604,Bangalore,2023-06-15,Zeeshan Tiwari,45,M,Hyderabad,2021-09-29
O3698,C204,R214,2024-06-30,Mumbai,981.38,Debit Card,1,59,Vardaniya's Grill,Mexican,425,Mumbai,2021-10-17,Reyansh Kakar,18,F,Pune,2023-02-25
O3699,C707,R322,2024-07-28,Chennai,1024.17,Net Banking,3,44,Siya's Diner,Italian,219,Pune,2020-08-27,Taran Dubey,27,M,Mumbai,2022-07-22
O3700,C630,R320,2024-03-15,Mumbai,1127.23,Debit Card,5,47,Neysa's Diner,Mexican,387,Mumbai,2023-04-13,Sahil Sen,38,M,Chennai,2021-01-09
O3701,C365,R277,2024-01-17,Pune,1355.98,COD,1,16,Rania's Café,Thai,460,Bangalore,2021-03-16,Taran Ravi,36,M,Mumbai,2021-05-21
O3702,C607,R265,2024-05-01,Bangalore,705.59,COD,1,46,Jayant's Diner,Italian,229,Delhi,2020-05-26,Zoya Bhattacharyya,23,M,Delhi,2021-03-20
O3703,C283,R238,2024-06-17,Chennai,333.0,Net Banking,2,59,Advik's Kitchen,American,437,Hyderabad,2021-07-26,Mannat Mane,26,F,Chennai,2023-07-13
O3704,C474,R217,2023-08-11,Chennai,546.5,COD,2,31,Kashvi's Eatery,Mexican,472,Bangalore,2022-10-13,Khushi Mann,43,F,Bangalore,2022-02-02
O3705,C827,R220,2023-08-25,Pune,705.03,Debit Card,3,42,Baiju's Diner,Italian,687,Chennai,2020-02-17,Saanvi Sem,27,F,Bangalore,2023-04-11
O3706,C205,R226,2024-08-08,Hyderabad,1099.45,Credit Card,3,59,Saira's Eatery,Chinese,312,Mumbai,2020-12-03,Indrans Chandran,22,F,Hyderabad,2021-04-05
O3707,C421,R201,2023-04-26,Mumbai,118.37,COD,5,31,Faiyaz's Grill,American,368,Mumbai,2023-03-04,Aarav Jayaraman,39,F,Pune,2022-05-07
O3708,C774,R296,2023-03-19,Chennai,542.1,Debit Card,5,28,Anvi's Eatery,American,513,Bangalore,2022-07-02,Drishya Issac,42,F,Pune,2023-03-30
O3709,C874,R238,2024-08-11,Delhi,1191.78,Debit Card,2,24,Advik's Kitchen,American,437,Hyderabad,2021-07-26,Badal Bakshi,21,F,Bangalore,2024-01-29
O3710,C486,R255,2024-04-23,Mumbai,1039.2,Debit Card,1,48,Hiran's Bistro,American,287,Mumbai,2021-12-15,Divyansh Lall,27,M,Bangalore,2021-03-06
O3711,C519,R306,2023-03-27,Bangalore,1124.44,COD,4,28,Inaaya 's Café,Chinese,269,Hyderabad,2021-03-16,Akarsh Thakkar,43,M,Bangalore,2022-12-22
O3712,C572,R326,2023-08-25,Pune,1236.54,Credit Card,4,31,Heer's Bistro,Mexican,715,Delhi,2021-04-05,Raghav Varughese,29,F,Delhi,2022-07-21
O3713,C850,R212,2024-07-22,Mumbai,1196.53,Net Banking,3,51,Prerak's Café,American,487,Hyderabad,2020-05-01,Charvi Walia,54,M,Delhi,2021-12-15
O3714,C800,R325,2023-09-21,Delhi,1055.06,Net Banking,4,36,Krish's Diner,Chinese,782,Hyderabad,2021-12-30,Taran Handa,47,M,Pune,2023-04-12
O3715,C241,R255,2024-02-12,Delhi,715.53,COD,4,32,Hiran's Bistro,American,287,Mumbai,2021-12-15,Jhanvi Agrawal,20,M,Pune,2022-10-27
O3716,C468,R227,2024-07-16,Pune,1477.04,COD,2,49,Miraya's Eatery,Mexican,321,Bangalore,2023-01-30,Anaya Dara,22,M,Pune,2024-03-14
O3717,C492,R263,2023-11-22,Pune,896.7,UPI,1,32,Uthkarsh's Diner,Mexican,222,Chennai,2022-01-03,Pari Varughese,33,F,Delhi,2021-01-06
O3718,C742,R270,2024-04-02,Mumbai,383.88,Credit Card,5,44,Sumer's Grill,Mexican,428,Mumbai,2021-09-22,Alia Randhawa,47,F,Hyderabad,2023-09-30
O3719,C591,R318,2023-07-18,Bangalore,509.94,Debit Card,2,51,Shray's Diner,Indian,401,Bangalore,2023-04-21,Samarth Ramanathan,30,M,Mumbai,2022-04-18
O3720,C641,R299,2024-04-12,Hyderabad,1070.99,Debit Card,5,54,Yashvi's Eatery,Italian,408,Bangalore,2022-10-21,Eshani Sama,18,F,Mumbai,2022-03-16
O3721,C895,R240,2023-02-13,Delhi,1394.64,Net Banking,2,20,Saksham's Grill,Thai,402,Mumbai,2020-09-03,Ishaan Hegde,54,F,Bangalore,2023-10-03
O3722,C173,R203,2023-03-26,Pune,350.21,COD,2,29,Keya's Kitchen,Mexican,577,Bangalore,2023-11-10,Advika Yogi,26,F,Delhi,2021-04-23
O3723,C288,R287,2023-03-03,Hyderabad,215.29,Credit Card,4,49,Rohan's Bistro,Indian,501,Delhi,2022-09-24,Pari Chhabra,37,F,Hyderabad,2023-06-12
O3724,C440,R283,2024-04-02,Hyderabad,1334.14,Net Banking,5,40,Ranbir's Bistro,Indian,690,Pune,2021-11-14,Tarini Samra,34,F,Chennai,2022-03-31
O3725,C390,R245,2024-06-18,Hyderabad,1381.39,Credit Card,2,55,Lagan's Café,Indian,733,Delhi,2023-02-13,Mehul Bhasin,49,F,Pune,2023-08-21
O3726,C119,R287,2024-02-10,Bangalore,486.93,COD,4,41,Rohan's Bistro,Indian,501,Delhi,2022-09-24,Kashvi Char,29,M,Mumbai,2022-03-04
O3727,C183,R206,2023-11-20,Pune,628.2,Debit Card,3,44,Samaira's Eatery,Chinese,569,Bangalore,2023-09-21,Samaira Wadhwa,50,M,Delhi,2023-02-04
O3728,C666,R276,2023-07-15,Delhi,1024.26,UPI,5,25,Zaina's Eatery,American,328,Mumbai,2021-01-05,Eva Kumer,50,M,Hyderabad,2023-09-12
O3729,C814,R335,2023-02-09,Pune,561.9,Credit Card,2,38,Khushi's Café,Thai,793,Mumbai,2023-01-30,Riya Kapadia,41,M,Mumbai,2021-10-17
O3730,C525,R340,2023-08-25,Mumbai,1328.02,Debit Card,3,28,Eva's Bistro,Indian,410,Hyderabad,2023-11-17,Miraya Dass,51,F,Chennai,2024-05-19
O3731,C547,R292,2023-03-20,Delhi,250.61,Credit Card,4,37,Prisha's Kitchen,Italian,592,Pune,2020-05-03,Myra Tata,29,F,Bangalore,2024-09-06
